Defect_ID,Section_ID,Station1,Station2,Chainage_KM,Zone,Division,Asset_Type,Defect_Type,Severity_Level,Detection_Method,Power_Supply_Type,Interlocking_Type,Communication_Link_Status,Reported_Date,Date_to_Start_work,Date_to_End_work,Work_Due_Date,Work_Overall_Duration,Work_Duration_Per_Day,Overdue_Days,Asset_Age_Years,Last_Maintenance_Date,Maintenance_Frequency_Days,Historical_Failure_Count,Section_Traffic_Density,Corridor_Criticality,Available_Block_Window_Hours,Overlapping_TRD_Request,Overlapping_Engineering_Request,Joint_Block_Feasibility_Score,Task_Urgency_Tier,Planning_Horizon,Recommended_Block_Duration_Hours,Block_Conflict_Type,Joint_Block_Recommendation,Priority_Score,Predicted_Resolution_Time_Hours,Risk_If_Delayed,Confidence_Score
SMMS01953,ERQIW-EI,ERQIW,EI,10.35,South Eastern Railway,Adra,Level Crossing Interlocking,Approach Detection Fault,Low,Signal Failure Alarm,AC (25kV Signalling),PI,Normal,24-04-2026,16-09-2026,16-09-2026,21-09-2026,3.3,4.6,86,12.0,02-04-2026,30,0,8,Branch,10.05,False,False,24.3,This Month,Monthly,4.6,No_Overlap,No,46.0,3.3,39.9,0.75
SMMS01954,XDD-FQXPE,XDD,FQXPE,39.02,Western Railway,Vadodara,Track Circuit,Rail Bonding Fault,High,Datalogger Analysis,AC (25kV Signalling),EI,Normal,26-04-2026,10-09-2026,11-09-2026,13-09-2026,4.8,4.2,30,15.8,02-05-2026,30,1,9,Branch,17.7,True,True,76.7,This Month,Monthly,4.2,No_Overlap,Yes,52.3,4.8,41.2,0.75
SMMS01955,BY-WFM,BY,WFM,84.89,South Central Railway,Guntakal,Block Instrument,Token Fault,Medium,Signal Failure Alarm,AC (25kV Signalling),RRI,Normal,05-09-2025,03-09-2026,04-09-2026,07-09-2026,6.8,5.5,60,8.7,11-06-2026,30,2,5,Trunk,14.05,False,False,28.5,This Month,Monthly,5.5,No_Overlap,No,49.1,6.8,49.2,0.84
SMMS01956,XTOR-JFE,XTOR,JFE,57.62,South Central Railway,Guntur,Relay Interlocking,Interlocking Logic Fault,Medium,Signal Failure Alarm,DC,PI,Normal,31-07-2025,12-09-2026,12-09-2026,15-09-2026,4.3,6.0,60,13.0,12-02-2026,30,1,20,Trunk,9.86,False,False,37.6,This Week,Weekly,6.0,Same_Division_Overlap,No,55.3,4.3,58.5,0.69
SMMS01957,WC-QDMDF,WC,QDMDF,27.71,South Eastern Railway,Ranchi,Signal Cable/Data Logger,Cable Insulation Fault,High,Signal Failure Alarm,AC (25kV Signalling),RRI,Normal,04-09-2025,10-09-2026,11-09-2026,13-09-2026,6.8,6.4,30,24.8,13-03-2026,30,1,5,Trunk,7.43,True,False,64.1,This Week,Weekly,6.4,No_Overlap,Yes,57.1,6.8,59.2,0.78
SMMS01958,FSFWL-DHZ,FSFWL,DHZ,4.22,South Central Railway,Nanded,Signal Cable/Data Logger,Power Supply Fault,Medium,Preventive Test,AC (25kV Signalling),EI,Normal,26-08-2025,11-09-2026,12-09-2026,15-09-2026,6.6,5.8,60,21.4,28-10-2025,15,0,15,Trunk,2.15,False,False,30.7,This Week,Weekly,5.8,No_Overlap,No,55.8,6.6,57.3,0.59
SMMS01959,XJHQD-QYK,XJHQD,QYK,14.24,Central Railway,Solapur,Block Instrument,Communication Loss,Low,Datalogger Analysis,DC,EI,Normal,02-11-2025,09-09-2026,09-09-2026,14-09-2026,3.5,4.4,90,5.1,14-10-2025,90,0,23,Branch,14.63,False,False,28.1,This Month,Monthly,4.4,Same_Division_Overlap,No,48.3,3.5,50.2,0.67
SMMS01960,XLB-NTEP,XLB,NTEP,92.28,Central Railway,Bhusawal,Axle Counter,Wheel Sensor Fault,Medium,Visual Inspection,IPS (Integrated Power Supply),PI,Normal,16-12-2025,04-09-2026,04-09-2026,07-09-2026,3.6,3.8,60,21.1,15-07-2026,30,2,15,Branch,10.4,False,False,29.3,This Month,Monthly,3.8,No_Overlap,No,48.3,3.6,52.9,0.84
SMMS01961,JU-AGDK,JU,AGDK,41.32,South Central Railway,Vijayawada,Electronic Interlocking,Object Controller Fault,Critical,Signal Failure Alarm,AC (25kV Signalling),PI,Normal,29-01-2026,16-09-2026,16-09-2026,17-09-2026,6.2,8.0,10,16.2,12-01-2026,15,1,10,Trunk,5.1,False,False,39.8,Immediate,Weekly,8.0,No_Overlap,No,59.1,6.2,64.9,0.76
SMMS01962,PXYFO-AHF,PXYFO,AHF,47.57,Eastern Railway,Sealdah,Point Machine,Locking Fault,High,Signal Failure Alarm,DC,PI,Normal,08-08-2026,16-09-2026,17-09-2026,19-09-2026,7.8,7.3,18,13.7,16-10-2025,15,2,9,Trunk,19.62,False,True,64.2,This Month,Monthly,7.3,Cross_Division_Overlap,Yes,51.6,7.8,58.1,0.96
SMMS01963,DPN-VOQTA,DPN,VOQTA,4.56,Northern Railway,Ambala,Point Machine,Locking Fault,High,Signal Failure Alarm,DC,RRI,Normal,08-11-2025,11-09-2026,11-09-2026,13-09-2026,6.2,7.7,30,13.7,26-07-2026,90,2,20,Branch,12.91,False,False,40.3,This Month,Monthly,7.7,No_Overlap,No,50.6,6.2,52.4,0.74
SMMS01964,WSWIZ-JGQ,WSWIZ,JGQ,34.08,South Central Railway,Vijayawada,Point Machine,Switch Blade Misalignment,Low,Preventive Test,AC (25kV Signalling),PI,Normal,25-11-2025,14-09-2026,14-09-2026,19-09-2026,5.5,6.9,90,3.9,26-10-2025,90,0,19,Branch,12.06,False,True,39.4,This Month,Monthly,6.9,Same_Division_Overlap,No,46.3,5.5,50.9,0.55
SMMS01965,IG-DKXL,IG,DKXL,106.93,South Eastern Railway,Adra,Point Machine,Locking Fault,Critical,Datalogger Analysis,DC,EI,Down,11-08-2026,15-09-2026,15-09-2026,16-09-2026,6.7,8.6,10,2.7,07-05-2026,15,2,18,Trunk,11.18,False,False,46.1,Immediate,Weekly,8.6,No_Overlap,No,63.0,6.7,57.3,0.88
SMMS01966,KAOJS-OFO,KAOJS,OFO,53.51,Southern Railway,Madurai,Relay Interlocking,Cable Fault,Low,Datalogger Analysis,DC,PI,Degraded,06-01-2026,12-09-2026,12-09-2026,17-09-2026,4.0,4.5,90,9.1,24-06-2026,15,1,9,Branch,3.84,False,False,23.0,This Month,Monthly,4.5,No_Overlap,No,53.5,4.0,55.8,0.74
SMMS01967,SZK-RJDXL,SZK,RJDXL,117.44,Northern Railway,Delhi,Point Machine,Point Machine Failure,Medium,Preventive Test,DC,RRI,Normal,20-08-2025,09-09-2026,09-09-2026,12-09-2026,5.4,6.0,60,10.6,01-05-2026,30,2,20,Trunk,19.88,False,False,25.1,This Month,Monthly,6.0,No_Overlap,No,47.0,5.4,56.6,0.73
SMMS01968,ZIYCG-DHUI,ZIYCG,DHUI,118.69,Western Railway,Rajkot,Relay Interlocking,Interlocking Logic Fault,Low,Datalogger Analysis,AC (25kV Signalling),RRI,Normal,29-10-2025,14-09-2026,15-09-2026,20-09-2026,3.6,3.5,90,3.6,23-02-2026,90,1,6,Trunk,4.29,True,False,39.3,This Month,Monthly,3.5,Cross_Division_Overlap,No,48.0,3.6,50.4,0.65
SMMS01969,HTUO-RNP,HTUO,RNP,29.88,Western Railway,Vadodara,Relay Interlocking,Relay Contact Failure,Medium,Signal Failure Alarm,DC,EI,Normal,28-01-2026,03-09-2026,03-09-2026,06-09-2026,2.5,3.5,60,21.9,11-04-2026,180,2,18,Trunk,13.37,False,False,31.6,This Week,Weekly,3.5,No_Overlap,No,60.2,2.5,51.3,0.77
SMMS01970,KOM-KEGT,KOM,KEGT,6.55,South Eastern Railway,Adra,Point Machine,Locking Fault,Medium,Signal Failure Alarm,DC,PI,Normal,17-09-2025,11-09-2026,11-09-2026,14-09-2026,3.2,4.1,60,8.7,09-08-2025,90,1,24,Branch,15.35,False,True,56.6,This Month,Monthly,4.1,Same_Division_Overlap,Yes,48.8,3.2,52.6,0.66
SMMS01971,RGK-WZ,RGK,WZ,65.76,Northern Railway,Ambala,Block Instrument,Communication Loss,Medium,Signal Failure Alarm,DC,EI,Degraded,18-02-2026,09-09-2026,09-09-2026,12-09-2026,4.2,4.8,60,19.3,04-03-2026,15,0,3,Trunk,5.64,False,True,56.3,This Week,Weekly,4.8,Cross_Division_Overlap,Yes,55.1,4.2,52.9,0.67
SMMS01972,XKL-LARNQ,XKL,LARNQ,32.27,Eastern Railway,Malda,Relay Interlocking,Cable Fault,Low,Datalogger Analysis,AC (25kV Signalling),PI,Down,07-09-2025,11-09-2026,12-09-2026,17-09-2026,4.8,4.4,90,18.9,04-02-2026,15,3,8,Trunk,9.07,True,False,53.8,This Month,Monthly,4.4,Same_Division_Overlap,No,52.3,4.8,55.9,0.87
SMMS01973,GZAK-OOCCU,GZAK,OOCCU,111.0,Northern Railway,Delhi,Axle Counter,Axle Counter Malfunction,Low,Datalogger Analysis,AC (25kV Signalling),PI,Degraded,22-05-2026,13-09-2026,13-09-2026,18-09-2026,4.7,6.3,58,11.8,23-01-2026,15,0,5,Trunk,5.48,True,False,53.2,This Month,Monthly,6.3,No_Overlap,No,40.3,4.7,36.8,0.72
SMMS01974,TWTPM-NF,TWTPM,NF,86.62,South Eastern Railway,Ranchi,Electronic Interlocking,Software/Data Fault,Medium,Visual Inspection,DC,EI,Normal,13-11-2025,16-09-2026,16-09-2026,19-09-2026,4.0,5.6,60,15.1,20-08-2026,180,2,21,Trunk,4.28,False,False,35.9,This Week,Weekly,5.6,No_Overlap,No,56.8,4.0,51.4,0.57
SMMS01975,BIMIZ-DZ,BIMIZ,DZ,116.63,Eastern Railway,Asansol,Track Circuit,Low Voltage/Shunt Fault,Low,Visual Inspection,IPS (Integrated Power Supply),SSI,Down,06-08-2026,05-09-2026,06-09-2026,11-09-2026,5.8,5.1,0,10.2,05-04-2026,30,2,1,Trunk,14.16,False,False,37.7,Programmed,Monthly,5.1,No_Overlap,No,27.8,5.8,35.7,0.88
SMMS01976,MIV-HIC,MIV,HIC,57.74,Western Railway,Ratlam,Point Machine,Point Machine Failure,Medium,Datalogger Analysis,AC (25kV Signalling),PI,Normal,31-03-2026,11-09-2026,12-09-2026,15-09-2026,7.1,5.7,60,1.8,16-08-2026,180,1,11,Trunk,15.95,True,False,60.1,This Month,Monthly,5.7,No_Overlap,Yes,46.1,7.1,57.8,0.65
SMMS01977,RAMX-WO,RAMX,WO,60.57,Central Railway,Pune,Point Machine,Switch Blade Misalignment,Low,Visual Inspection,IPS (Integrated Power Supply),SSI,Normal,05-04-2026,05-09-2026,05-09-2026,10-09-2026,2.1,2.2,90,11.6,11-04-2026,90,0,9,Branch,11.85,False,False,36.2,This Month,Monthly,2.2,No_Overlap,No,41.3,2.1,36.6,0.5
SMMS01978,GW-XFU,GW,XFU,39.67,Northern Railway,Delhi,Electronic Interlocking,Object Controller Fault,Medium,Preventive Test,AC (25kV Signalling),EI,Degraded,30-09-2025,13-09-2026,14-09-2026,17-09-2026,5.3,4.2,60,17.4,18-03-2026,15,2,5,Trunk,17.01,True,False,53.9,This Week,Weekly,4.2,No_Overlap,No,57.6,5.3,64.9,0.71
SMMS01979,GPJCF-ICKU,GPJCF,ICKU,4.92,Western Railway,Ahmedabad,Block Instrument,Block Instrument Failure,High,Datalogger Analysis,IPS (Integrated Power Supply),RRI,Normal,02-07-2026,05-09-2026,05-09-2026,07-09-2026,3.9,4.2,30,20.1,14-05-2026,15,3,2,Trunk,2.84,False,True,62.8,This Week,Weekly,4.2,No_Overlap,Yes,59.2,3.9,62.0,0.84
SMMS01980,PA-DW,PA,DW,9.16,Eastern Railway,Sealdah,Track Circuit,Track Circuit Failure,Low,Signal Failure Alarm,AC (25kV Signalling),EI,Down,17-07-2025,16-09-2026,16-09-2026,21-09-2026,2.1,2.9,90,11.7,03-05-2026,30,2,12,Branch,13.5,False,False,33.4,This Month,Monthly,2.9,Same_Division_Overlap,No,52.6,2.1,47.7,0.76
SMMS01981,SBJ-ZPT,SBJ,ZPT,39.19,Southern Railway,Chennai,Relay Interlocking,Relay Contact Failure,Medium,Signal Failure Alarm,DC,EI,Normal,05-08-2026,14-09-2026,15-09-2026,18-09-2026,4.2,4.0,7,20.3,08-11-2025,15,2,2,Trunk,16.77,False,False,45.6,This Month,Monthly,4.0,No_Overlap,No,40.3,4.2,35.2,0.9
SMMS01982,ZUVQP-CMXH,ZUVQP,CMXH,73.63,Central Railway,Bhusawal,Relay Interlocking,Relay Contact Failure,Medium,Signal Failure Alarm,AC (25kV Signalling),EI,Normal,17-03-2026,15-09-2026,16-09-2026,19-09-2026,2.8,2.6,60,18.5,12-09-2025,15,2,16,Trunk,2.57,False,False,32.2,This Month,Monthly,2.6,No_Overlap,No,52.2,2.8,48.9,0.81
SMMS01983,GWJX-XR,GWJX,XR,108.43,Western Railway,Mumbai Central,Electronic Interlocking,Software/Data Fault,Medium,Signal Failure Alarm,DC,RRI,Degraded,27-07-2026,06-09-2026,06-09-2026,09-09-2026,2.9,4.0,16,19.3,25-08-2026,15,2,24,Branch,4.18,False,False,18.9,This Month,Monthly,4.0,Same_Division_Overlap,No,43.3,2.9,48.1,0.88
SMMS01984,AEF-ZP,AEF,ZP,103.18,South Eastern Railway,Adra,Block Instrument,Token Fault,Low,Visual Inspection,AC (25kV Signalling),RRI,Normal,31-05-2026,13-09-2026,14-09-2026,19-09-2026,5.5,4.4,49,18.9,22-03-2026,30,2,15,Trunk,15.18,True,False,40.2,This Month,Monthly,4.4,Cross_Division_Overlap,No,44.5,5.5,44.2,0.75
SMMS01985,QDDDJ-YMUZ,QDDDJ,YMUZ,81.92,Central Railway,Pune,Track Circuit,Track Circuit Failure,Critical,Datalogger Analysis,IPS (Integrated Power Supply),RRI,Normal,11-07-2026,07-09-2026,08-09-2026,09-09-2026,12.8,10.3,10,24.5,08-08-2025,15,1,18,Trunk,19.88,False,False,38.6,Immediate,Weekly,10.3,No_Overlap,No,66.9,12.8,79.0,0.86
SMMS01986,ELGM-JN,ELGM,JN,94.8,Northern Railway,Lucknow,Relay Interlocking,Relay Contact Failure,Medium,Signal Failure Alarm,IPS (Integrated Power Supply),EI,Degraded,04-03-2026,04-09-2026,04-09-2026,07-09-2026,4.2,5.7,60,7.1,25-02-2026,15,1,20,Trunk,4.49,False,True,59.8,This Week,Weekly,5.7,No_Overlap,Yes,55.2,4.2,53.2,0.86
SMMS01987,VVW-ZTLGQ,VVW,ZTLGQ,54.51,South Eastern Railway,Kharagpur,Relay Interlocking,Interlocking Logic Fault,Medium,Datalogger Analysis,AC (25kV Signalling),PI,Degraded,09-01-2026,07-09-2026,08-09-2026,11-09-2026,5.7,5.4,60,18.9,26-10-2025,30,2,8,Trunk,15.71,False,False,40.6,This Week,Weekly,5.4,No_Overlap,No,58.5,5.7,63.9,0.84
SMMS01988,GESMA-TKS,GESMA,TKS,118.79,South Central Railway,Secunderabad,Signal Cable/Data Logger,Cable Insulation Fault,Medium,Datalogger Analysis,DC,PI,Normal,21-11-2025,07-09-2026,07-09-2026,10-09-2026,5.2,5.6,60,4.7,22-02-2026,180,1,2,Branch,12.51,True,False,55.7,This Month,Monthly,5.6,No_Overlap,Yes,42.0,5.2,36.4,0.61
SMMS01989,YMVIO-VW,YMVIO,VW,75.3,Northern Railway,Ferozpur,Point Machine,Switch Blade Misalignment,Low,Datalogger Analysis,DC,PI,Normal,08-12-2025,03-09-2026,04-09-2026,09-09-2026,3.2,2.9,90,10.3,26-01-2026,180,1,7,Trunk,8.75,False,False,27.4,This Month,Monthly,2.9,No_Overlap,No,52.4,3.2,62.9,0.64
SMMS01990,FKEW-AAO,FKEW,AAO,98.81,Central Railway,Mumbai CST,Electronic Interlocking,EI Card Failure,Low,Signal Failure Alarm,IPS (Integrated Power Supply),EI,Normal,30-06-2026,09-09-2026,10-09-2026,15-09-2026,3.7,3.3,19,17.5,24-03-2026,90,2,9,Branch,2.44,True,True,76.8,Programmed,Monthly,3.3,No_Overlap,Yes,29.0,3.7,34.8,0.84
SMMS01991,GG-YHSA,GG,YHSA,66.95,Northern Railway,Moradabad,Level Crossing Interlocking,Approach Detection Fault,Low,Datalogger Analysis,AC (25kV Signalling),RRI,Normal,23-08-2025,14-09-2026,15-09-2026,20-09-2026,5.4,5.0,90,16.4,25-06-2026,90,0,10,Trunk,16.68,False,False,16.8,This Month,Monthly,5.0,No_Overlap,No,50.9,5.4,52.0,0.7
SMMS01992,EC-EKBKM,EC,EKBKM,77.0,Southern Railway,Palakkad,Electronic Interlocking,Software/Data Fault,High,Signal Failure Alarm,IPS (Integrated Power Supply),RRI,Normal,21-03-2026,14-09-2026,14-09-2026,16-09-2026,4.4,5.3,30,18.7,23-05-2026,15,2,13,Branch,10.5,False,False,39.8,This Month,Monthly,5.3,No_Overlap,No,54.7,4.4,55.8,0.92
SMMS01993,SJ-QVXUP,SJ,QVXUP,55.14,Eastern Railway,Asansol,Block Instrument,Block Instrument Failure,Medium,Signal Failure Alarm,AC (25kV Signalling),SSI,Normal,03-02-2026,04-09-2026,04-09-2026,07-09-2026,8.6,11.0,60,18.3,16-03-2026,15,3,24,Trunk,17.54,False,False,41.7,This Week,Weekly,11.0,Cross_Division_Overlap,No,58.4,8.6,61.4,0.8
SMMS01994,OTWSV-NLQY,OTWSV,NLQY,11.89,South Central Railway,Guntur,Block Instrument,Block Instrument Failure,High,Datalogger Analysis,DC,PI,Normal,17-01-2026,11-09-2026,12-09-2026,14-09-2026,5.7,5.4,30,4.7,25-08-2026,30,0,16,Branch,5.1,False,False,32.1,This Month,Monthly,5.4,No_Overlap,No,46.9,5.7,36.2,0.68
SMMS01995,XZ-OAH,XZ,OAH,55.84,Northern Railway,Ambala,Point Machine,Locking Fault,Low,Visual Inspection,AC (25kV Signalling),EI,Normal,24-01-2026,04-09-2026,04-09-2026,09-09-2026,3.7,5.3,90,11.0,20-01-2026,90,1,11,Branch,5.72,False,True,47.0,This Month,Monthly,5.3,No_Overlap,No,44.9,3.7,55.9,0.56
SMMS01996,VPDY-HEZOS,VPDY,HEZOS,31.2,Western Railway,Mumbai Central,Track Circuit,Low Voltage/Shunt Fault,Low,Visual Inspection,AC (25kV Signalling),RRI,Normal,10-07-2025,09-09-2026,09-09-2026,14-09-2026,4.9,5.5,90,23.3,06-07-2026,30,2,8,Trunk,6.86,False,True,59.4,This Month,Monthly,5.5,No_Overlap,Yes,49.8,4.9,41.8,0.78
SMMS01997,RCWU-ED,RCWU,ED,30.58,South Central Railway,Guntur,Track Circuit,Track Circuit Failure,Critical,Visual Inspection,IPS (Integrated Power Supply),PI,Normal,30-03-2026,07-09-2026,07-09-2026,08-09-2026,8.3,8.5,10,14.5,30-01-2026,90,1,12,Trunk,4.41,False,False,48.2,Immediate,Weekly,8.5,Cross_Division_Overlap,No,64.5,8.3,55.9,0.63
SMMS01998,ITLQ-XY,ITLQ,XY,59.53,South Eastern Railway,Kharagpur,Point Machine,Point Machine Failure,High,Signal Failure Alarm,AC (25kV Signalling),EI,Normal,05-08-2026,15-09-2026,15-09-2026,17-09-2026,5.7,7.8,21,20.5,13-04-2026,90,0,5,Trunk,1.03,False,False,39.0,This Month,Monthly,7.8,No_Overlap,No,50.6,5.7,45.6,0.64
SMMS01999,TYPS-TIOSG,TYPS,TIOSG,85.86,Southern Railway,Tiruchirapalli,Relay Interlocking,Cable Fault,Critical,Signal Failure Alarm,DC,PI,Normal,25-08-2026,05-09-2026,05-09-2026,06-09-2026,5.9,8.3,6,12.2,07-06-2026,15,2,5,Branch,1.74,False,False,47.9,Immediate,Weekly,8.3,No_Overlap,No,52.7,5.9,55.5,0.98
SMMS02000,MW-XPGIP,MW,XPGIP,90.23,Western Railway,Ratlam,Electronic Interlocking,Object Controller Fault,Low,Datalogger Analysis,IPS (Integrated Power Supply),RRI,Degraded,26-12-2025,08-09-2026,08-09-2026,13-09-2026,2.2,2.5,90,6.0,28-04-2026,30,2,12,Trunk,16.12,False,False,22.9,This Month,Monthly,2.5,No_Overlap,No,53.2,2.2,61.7,0.94
SMMS02001,YIIF-FEZ,YIIF,FEZ,62.77,Northern Railway,Ferozpur,Electronic Interlocking,Software/Data Fault,High,Preventive Test,DC,RRI,Normal,16-11-2025,13-09-2026,13-09-2026,15-09-2026,3.9,4.1,30,16.3,10-03-2026,15,0,23,Trunk,17.66,False,True,69.5,This Week,Weekly,4.1,No_Overlap,Yes,55.4,3.9,60.4,0.69
SMMS02002,BXZMS-AENW,BXZMS,AENW,77.16,Western Railway,Ratlam,Signal Cable/Data Logger,Data Logger Fault,High,Visual Inspection,IPS (Integrated Power Supply),EI,Normal,28-03-2026,05-09-2026,05-09-2026,07-09-2026,4.6,5.8,30,15.2,21-04-2026,30,1,13,Branch,6.14,False,True,70.8,This Month,Monthly,5.8,Cross_Division_Overlap,Yes,49.5,4.6,49.4,0.66
SMMS02003,FW-QJAHU,FW,QJAHU,38.48,South Central Railway,Vijayawada,Relay Interlocking,Cable Fault,Low,Signal Failure Alarm,IPS (Integrated Power Supply),SSI,Normal,09-02-2026,10-09-2026,10-09-2026,15-09-2026,3.3,4.0,90,12.0,18-09-2025,180,2,15,Trunk,18.24,False,False,25.7,This Month,Monthly,4.0,No_Overlap,No,47.7,3.3,50.9,0.76
SMMS02004,KO-ITW,KO,ITW,93.14,Central Railway,Bhusawal,Block Instrument,Token Fault,High,Preventive Test,IPS (Integrated Power Supply),RRI,Normal,10-08-2026,07-09-2026,07-09-2026,09-09-2026,6.5,7.1,16,12.8,25-07-2026,180,2,13,Branch,7.91,False,False,36.2,This Month,Monthly,7.1,No_Overlap,No,46.8,6.5,49.1,0.71
SMMS02005,DWH-ZG,DWH,ZG,51.31,Northern Railway,Moradabad,Relay Interlocking,Relay Contact Failure,High,Signal Failure Alarm,DC,PI,Normal,08-07-2026,07-09-2026,08-09-2026,10-09-2026,7.7,7.0,30,15.0,30-12-2025,30,2,9,Branch,19.15,False,False,34.3,This Month,Monthly,7.0,No_Overlap,No,48.2,7.7,50.5,0.79
SMMS02006,OZK-FTYA,OZK,FTYA,46.1,Eastern Railway,Asansol,Point Machine,Switch Blade Misalignment,Medium,Signal Failure Alarm,AC (25kV Signalling),EI,Degraded,30-11-2025,16-09-2026,17-09-2026,20-09-2026,7.9,7.7,60,3.7,04-05-2026,30,3,10,Trunk,14.11,True,False,57.1,This Month,Monthly,7.7,No_Overlap,Yes,53.8,7.9,51.7,0.87
SMMS02007,TEWQO-IK,TEWQO,IK,79.74,Western Railway,Vadodara,Track Circuit,Rail Bonding Fault,High,Datalogger Analysis,IPS (Integrated Power Supply),RRI,Down,20-06-2026,08-09-2026,08-09-2026,10-09-2026,7.8,10.4,30,7.7,22-06-2026,180,2,20,Branch,12.68,False,False,34.7,This Month,Monthly,10.4,Cross_Division_Overlap,No,53.4,7.8,54.4,0.8
SMMS02008,HZH-CGIQJ,HZH,CGIQJ,105.44,Central Railway,Nagpur,Track Circuit,Track Circuit Failure,Medium,Signal Failure Alarm,AC (25kV Signalling),SSI,Normal,05-10-2025,15-09-2026,16-09-2026,19-09-2026,7.4,5.8,60,7.7,08-10-2025,90,2,8,Branch,8.25,False,False,33.9,This Month,Monthly,5.8,Cross_Division_Overlap,No,50.5,7.4,57.3,0.75
SMMS02009,HQNU-XACS,HQNU,XACS,69.23,South Eastern Railway,Ranchi,Electronic Interlocking,Software/Data Fault,Critical,Datalogger Analysis,AC (25kV Signalling),RRI,Normal,09-07-2026,12-09-2026,13-09-2026,14-09-2026,10.2,7.9,10,2.6,11-05-2026,30,2,14,Trunk,4.48,False,False,47.8,Immediate,Weekly,7.9,Cross_Division_Overlap,No,60.3,10.2,59.0,0.87
SMMS02010,EIXPU-POF,EIXPU,POF,86.61,Eastern Railway,Malda,Level Crossing Interlocking,LC Gate Interlocking Fault,Low,Signal Failure Alarm,AC (25kV Signalling),SSI,Normal,19-11-2025,10-09-2026,10-09-2026,15-09-2026,3.2,4.4,90,16.5,05-05-2026,15,2,5,Trunk,17.46,False,False,28.4,This Month,Monthly,4.4,No_Overlap,No,53.3,3.2,47.6,0.88
SMMS02011,YFMA-KIB,YFMA,KIB,60.04,South Central Railway,Guntur,Block Instrument,Communication Loss,Critical,Preventive Test,IPS (Integrated Power Supply),SSI,Degraded,22-02-2026,07-09-2026,08-09-2026,09-09-2026,9.3,8.5,10,1.1,10-01-2026,30,3,7,Trunk,19.06,False,False,39.9,Immediate,Weekly,8.5,No_Overlap,No,58.0,9.3,40.8,0.78
SMMS02012,EQL-XEOKY,EQL,XEOKY,50.58,Eastern Railway,Malda,Axle Counter,Wheel Sensor Fault,Medium,Signal Failure Alarm,DC,PI,Down,21-05-2026,13-09-2026,14-09-2026,17-09-2026,8.1,7.3,60,2.3,24-11-2025,30,1,20,Trunk,2.53,False,False,30.3,This Month,Monthly,7.3,No_Overlap,No,52.7,8.1,46.0,0.78
SMMS02013,JVB-PQG,JVB,PQG,35.67,Northern Railway,Ambala,Point Machine,Locking Fault,Critical,Signal Failure Alarm,AC (25kV Signalling),EI,Normal,08-11-2025,03-09-2026,04-09-2026,05-09-2026,8.4,6.5,10,13.3,15-07-2026,30,1,21,Trunk,2.69,True,False,82.6,Immediate,Weekly,6.5,No_Overlap,Yes,59.4,8.4,51.9,0.91
SMMS02014,ZUTOU-AKG,ZUTOU,AKG,77.4,Southern Railway,Madurai,Axle Counter,Reset Failure,Medium,Signal Failure Alarm,AC (25kV Signalling),PI,Normal,01-07-2025,06-09-2026,06-09-2026,09-09-2026,3.8,4.7,60,12.9,16-08-2025,15,2,12,Trunk,4.19,False,True,61.2,This Month,Monthly,4.7,Cross_Division_Overlap,Yes,50.7,3.8,46.0,0.9
SMMS02015,JUPW-LNROT,JUPW,LNROT,5.17,South Central Railway,Secunderabad,Block Instrument,Communication Loss,Medium,Preventive Test,DC,PI,Degraded,14-12-2025,04-09-2026,04-09-2026,07-09-2026,5.4,6.1,60,18.3,31-07-2025,15,1,3,Branch,7.19,True,False,55.8,This Month,Monthly,6.1,No_Overlap,Yes,52.7,5.4,56.5,0.68
SMMS02016,MTP-LN,MTP,LN,22.79,Eastern Railway,Asansol,Point Machine,Point Machine Failure,Medium,Datalogger Analysis,DC,EI,Normal,15-08-2026,13-09-2026,13-09-2026,16-09-2026,5.3,6.7,0,13.3,17-08-2026,30,1,13,Branch,16.68,False,False,29.5,Programmed,Monthly,6.7,No_Overlap,No,33.1,5.3,37.0,0.93
SMMS02017,VQG-ROFST,VQG,ROFST,7.37,Northern Railway,Delhi,Axle Counter,Axle Counter Malfunction,Low,Signal Failure Alarm,DC,RRI,Normal,29-03-2026,16-09-2026,16-09-2026,21-09-2026,3.0,3.7,90,9.5,25-07-2026,15,3,4,Branch,10.19,False,False,22.2,This Month,Monthly,3.7,Same_Division_Overlap,No,49.1,3.0,46.8,0.82
SMMS02018,VGJBK-KZE,VGJBK,KZE,1.91,South Eastern Railway,Kharagpur,Track Circuit,Rail Bonding Fault,Medium,Signal Failure Alarm,AC (25kV Signalling),RRI,Normal,10-12-2025,10-09-2026,11-09-2026,14-09-2026,8.4,7.0,60,22.4,12-08-2026,15,1,10,Trunk,13.56,True,True,80.1,This Month,Monthly,7.0,Cross_Division_Overlap,Yes,52.1,8.4,53.8,0.68
SMMS02019,QTC-OM,QTC,OM,50.76,Central Railway,Bhusawal,Relay Interlocking,Relay Contact Failure,High,Signal Failure Alarm,DC,SSI,Down,23-08-2025,11-09-2026,11-09-2026,13-09-2026,3.7,4.3,30,19.7,20-08-2025,30,2,7,Branch,12.27,False,True,64.5,This Week,Weekly,4.3,No_Overlap,Yes,58.0,3.7,60.9,0.81
